output: Running command: ./powchain optchain --p2p 0.0.0.0:6042 --api 0.0.0.0:7149 -c 3.112.191.251:6042 -c 52.68.182.110:6042 -c 18.183.184.1:6042 -c 13.230.5.8:6042 -c 18.169.0.178:6042 -c 44.192.106.107:6042 -c 3.239.250.245:6042 -c 15.228.186.24:6042 -c 13.41.72.11:6042 -c 44.193.214.157:6042 -c 3.239.180.58:6042 -c 44.215.71.63:6042 -c 3.92.42.43:6042 -c 18.230.71.71:6042 -c 13.42.105.191:6042 -c 18.231.226.4:6042 -c 54.94.88.106:6042 -c 3.8.56.49:6042 -c 18.228.188.21:6042 -c 98.92.38.242:6042 -c 56.124.102.44:6042 -c 13.42.18.211:6042 -c 18.130.248.20:6042 -c 56.125.166.111:6042 -c 52.195.208.13:6042 -c 44.212.46.131:6042 -c 54.233.45.141:6042 -c 3.239.20.198:6042 --shardId 1 --nodeId 12 --experNumber 35 --experIter 0 --shardNum 4 --shardSize 16 --blockSize 8192 --symbolSize 64 --propSize 16 --avaiSize 16 --eReq 4 --iReq 4 --k 6 --tDiff 000003ffffffffffffffffffffffffffffffffffffffffffffffffffffffffdc --pDiff 0000003c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3a --aDiff 0000001818181818181818181818181818181818181818181818181818181814 --iDiff 00000001da7801da7801da7801da7801da7801da7801da7801da7801da7801da --oDiff 0000001e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1d
err: [2025-12-26T19:23:06Z INFO  powchain::optchain] configuration: Configuration { tx_diff: 0000..ffdc, prop_diff: 0000..3c3a, avai_diff: 0000..1814, in_avai_diff: 0000..01da, order_diff: 0000..1e1d, block_size: 8192, symbol_size: 64, num_symbol_per_block: 128, prop_size: 16, avai_size: 16, ex_req_num: 4, in_req_num: 4, k: 6, shard_id: 1, node_id: 12, shard_num: 4, shard_size: 16, exper_number: 35, exper_iter: 0 }
[2025-12-26T19:35:20Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] cmt 42ba..688a is now available
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:21Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:22Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:22Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:24Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:24Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:24Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..79c2
[2025-12-26T19:35:24Z INFO  powchain::optchain::network::worker] Exclusive availability block 0000..79c2 already exists
[2025-12-26T19:35:26Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..1044
[2025-12-26T19:35:26Z INFO  powchain::optchain::network::worker] Proposer block 0000..1044 already exists
[2025-12-26T19:35:29Z INFO  powchain::optchain::network::worker] cmt b0aa..5115 is now available
[2025-12-26T19:35:29Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..1044
[2025-12-26T19:35:29Z INFO  powchain::optchain::network::worker] Proposer block 0000..1044 already exists
[2025-12-26T19:35:29Z INFO  powchain::optchain::network::worker] cmt 31c2..2e66 is now available
[2025-12-26T19:35:30Z INFO  powchain::optchain::network::worker] cmt 9743..5b00 is now available
[2025-12-26T19:35:30Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..c25e
[2025-12-26T19:35:30Z INFO  powchain::optchain::network::worker] successfully inserting block: PropHash(0000..c25e)
[2025-12-26T19:35:30Z INFO  powchain::optchain::network::worker] cmt 8efb..db33 has already been requested
[2025-12-26T19:35:30Z INFO  powchain::optchain::network::worker] cmt 5b32..4242 has already been requested
[2025-12-26T19:35:30Z INFO  powchain::optchain::network::worker] cmt 31c2..2e66 has already been requested
[2025-12-26T19:35:32Z INFO  powchain::optchain::network::worker] cmt 3e72..b6e2 is now available
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..cf44
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] successfully inserting block: PropHash(0000..cf44)
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt a3c2..9d47 has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt e1ed..926b has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt cb58..72fe has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt af3d..b458 has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt 9ced..3119 has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt 5b32..4242 has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt 98d3..fae4 has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt db03..25c1 has already been requested
[2025-12-26T19:36:00Z INFO  powchain::optchain::network::worker] cmt 7a54..6486 has already been requested
[2025-12-26T19:36:03Z INFO  powchain::optchain::network::worker] cmt 98d3..fae4 is now available
[2025-12-26T19:36:10Z INFO  powchain::optchain::network::worker] cmt 9ced..3119 is now available
[2025-12-26T19:36:13Z INFO  powchain::optchain::network::worker] cmt 78ef..e374 is now available
[2025-12-26T19:36:14Z INFO  powchain::optchain::network::worker] cmt e1ed..926b is now available
[2025-12-26T19:36:17Z INFO  powchain::optchain::network::worker] cmt ace5..41b7 is now available
[2025-12-26T19:36:17Z INFO  powchain::optchain::network::worker] cmt af3d..b458 is now available
[2025-12-26T19:36:18Z INFO  powchain::optchain::network::worker] cmt 8a81..97c2 is now available
[2025-12-26T19:36:19Z INFO  powchain::optchain::network::worker] cmt 204b..e638 is now available
[2025-12-26T19:36:20Z INFO  powchain::optchain::network::worker] cmt cb58..72fe is now available
[2025-12-26T19:36:24Z INFO  powchain::optchain::network::worker] cmt 7a54..6486 is now available
[2025-12-26T19:36:32Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..cf44
[2025-12-26T19:36:32Z INFO  powchain::optchain::network::worker] Proposer block 0000..cf44 already exists
[2025-12-26T19:36:33Z INFO  powchain::optchain::miner] mine a transaction block 0000..860b in shard 1
[2025-12-26T19:36:36Z INFO  powchain::optchain::network::worker] cmt 78d4..d14d is now available
[2025-12-26T19:36:39Z INFO  powchain::optchain::network::worker] cmt db03..25c1 is now available
[2025-12-26T19:36:39Z INFO  powchain::optchain::network::worker] cmt 34cf..f465 is now available
[2025-12-26T19:36:40Z INFO  powchain::optchain::network::worker] cmt 293c..705b is now available
[2025-12-26T19:36:42Z INFO  powchain::optchain::network::worker] cmt b446..f780 is now available
[2025-12-26T19:36:46Z INFO  powchain::optchain::miner] mine a transaction block 0000..cbdd in shard 1
[2025-12-26T19:36:50Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:36:50Z INFO  powchain::optchain::network::worker] successfully inserting block: PropHash(0000..ff5a)
[2025-12-26T19:36:50Z INFO  powchain::optchain::network::worker] cmt d08c..f058 has already been requested
[2025-12-26T19:36:50Z INFO  powchain::optchain::network::worker] cmt b446..f780 has already been requested
[2025-12-26T19:36:50Z INFO  powchain::optchain::network::worker] cmt d2a4..3b0c has already been requested
[2025-12-26T19:36:50Z INFO  powchain::optchain::network::worker] cmt 5397..5011 has already been requested
[2025-12-26T19:36:54Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..cf44
[2025-12-26T19:36:54Z INFO  powchain::optchain::network::worker] Proposer block 0000..cf44 already exists
[2025-12-26T19:36:55Z INFO  powchain::optchain::network::worker] cmt d08c..f058 is now available
[2025-12-26T19:36:58Z INFO  powchain::optchain::network::worker] cmt 530d..5417 is now available
[2025-12-26T19:37:00Z INFO  powchain::optchain::network::worker] cmt 5397..5011 is now available
[2025-12-26T19:37:01Z INFO  powchain::optchain::network::worker] cmt d2a4..3b0c is now available
[2025-12-26T19:37:11Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:12Z INFO  powchain::optchain::network::worker] cmt a3c2..9d47 is now available
[2025-12-26T19:37:14Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: unavailable, unavailable cmts: [d915..740c, 1fe8..abde]
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:15Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:16Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:16Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:17Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:17Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..f69b
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] successfully inserting block: PropHash(0000..f69b)
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt e1ed..926b has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt cb58..72fe has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt 5397..5011 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt d08c..f058 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt 34cf..f465 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt e381..d00d has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt a3c2..9d47 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt af3d..b458 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt 9ced..3119 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt 5b32..4242 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt db03..25c1 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt 98d3..fae4 has already been requested
[2025-12-26T19:37:19Z INFO  powchain::optchain::network::worker] cmt 7a54..6486 has already been requested
[2025-12-26T19:37:20Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:20Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:21Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:21Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:21Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:21Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:22Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:22Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:22Z INFO  powchain::optchain::network::worker] cmt 4880..72bc is now available
[2025-12-26T19:37:23Z INFO  powchain::optchain::network::worker] cmt f0a7..5687 is now available
[2025-12-26T19:37:24Z INFO  powchain::optchain::network::worker] cmt 89c2..1d78 is now available
[2025-12-26T19:37:25Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:25Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:26Z INFO  powchain::optchain::network::worker] cmt 3ac1..e71e is now available
[2025-12-26T19:37:29Z INFO  powchain::optchain::network::worker] cmt face..c16f is now available
[2025-12-26T19:37:31Z INFO  powchain::optchain::network::worker] cmt 9a39..048a is now available
[2025-12-26T19:37:32Z INFO  powchain::optchain::network::worker] cmt 2de9..db31 is now available
[2025-12-26T19:37:33Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:33Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:34Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:34Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:36Z INFO  powchain::optchain::network::worker] cmt c12e..67a7 is now available
[2025-12-26T19:37:36Z INFO  powchain::optchain::network::worker] cmt d2b1..daed is now available
[2025-12-26T19:37:39Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..ff5a
[2025-12-26T19:37:39Z INFO  powchain::optchain::network::worker] Proposer block 0000..ff5a already exists
[2025-12-26T19:37:40Z INFO  powchain::optchain::network::worker] cmt 70fb..3ad2 is now available
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] Incoming proposer block 0000..e02a
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] successfully inserting block: PropHash(0000..e02a)
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt d2a4..3b0c has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt d08c..f058 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt b446..f780 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 89c2..1d78 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt face..c16f has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 70fb..3ad2 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 5397..5011 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt a3c2..9d47 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 5b32..4242 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt e1ed..926b has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 78ef..e374 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 9ced..3119 has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 97f2..c8ce has already been requested
[2025-12-26T19:37:45Z INFO  powchain::optchain::network::worker] cmt 92c8..52a5 has already been requested
[2025-12-26T19:37:50Z INFO  powchain::optchain::network::worker] cmt 136d..47e9 is now available
[2025-12-26T19:37:50Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:50Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:50Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:51Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:52Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:52Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:53Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:53Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:53Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:53Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:54Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:55Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:55Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:55Z INFO  powchain::optchain::network::worker] cmt 1fe8..abde is now available
[2025-12-26T19:37:56Z INFO  powchain::optchain::network::worker] cmt 1fe8..abde should not be available!
[2025-12-26T19:37:56Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:56Z INFO  powchain::optchain::network::worker] handle block 0000..995d for cmt 1fe8..abde becoming available
[2025-12-26T19:37:56Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:56Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:56Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:57Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:37:57Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:37:57Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:38:00Z INFO  powchain::optchain::network::worker] cmt 8039..004e is now available
[2025-12-26T19:38:00Z INFO  powchain::optchain::network::worker] cmt 97f2..c8ce is now available
[2025-12-26T19:38:01Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:38:01Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..9073
[2025-12-26T19:38:01Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
[2025-12-26T19:38:01Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:38:02Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:38:02Z INFO  powchain::optchain::network::worker] cmt 92c8..52a5 is now available
[2025-12-26T19:38:02Z INFO  powchain::optchain::network::worker] Incoming exclusive availability block 0000..995d
[2025-12-26T19:38:02Z INFO  powchain::optchain::network::worker] Reject block 0000..995d: in unavailable hash table
